ID,Type,StartTime,EndTime,Location,BPM,Color
int,int,float,int,int,float,float
1000001,2,68,613,320,110,
1000002,2,613,1159,64,,
1000003,2,1159,1704,192,,
1000004,2,1704,2250,448,,
1000005,2,2250,2795,320,,
1000006,2,2795,3340,64,,
1000007,2,3340,3886,320,,
1000008,2,3886,4431,448,,
1000009,2,4431,4977,320,,
1000010,2,4977,5522,64,,
1000011,2,5522,6068,192,,
1000012,2,6068,6613,448,,
1000013,2,6613,7159,320,,
1000014,2,7159,7704,64,,
1000015,2,7704,8250,320,,
1000016,0,8250,0,192,,
1000017,0,8522,0,448,,
1000018,0,8795,0,192,,
1000019,0,9068,0,64,,
1000020,0,9340,0,320,,
1000021,0,9613,0,192,,
1000022,0,9886,0,448,,
1000023,2,10159,10704,192,,
1000024,2,10704,11250,320,,
1000025,0,11250,0,192,,
1000026,0,11522,0,448,,
1000027,0,11795,0,64,,
1000028,0,12068,0,320,,
1000029,0,12340,0,448,,
1000030,0,12613,0,192,,
1000031,0,12886,0,448,,
1000032,0,13159,0,192,,
1000033,0,13431,0,64,,
1000034,0,13704,0,320,,
1000035,0,13977,0,192,,
1000036,0,14250,0,448,,
1000037,0,14522,0,192,,
1000038,2,14795,15204,320,,
1000039,2,15204,15613,192,,
1000040,2,15613,16022,448,,
1000041,2,16022,16431,64,,
1000042,0,16431,0,192,,
1000043,0,16704,0,448,,
1000044,0,16977,0,192,,
1000045,0,17250,0,448,,
1000046,0,17522,0,192,,
1000047,0,17795,0,64,,
1000048,0,18068,0,320,,
1000049,0,18340,0,192,,
1000050,0,18613,0,448,,
1000051,2,18886,19431,192,,
1000052,2,19431,19977,320,,
1000053,0,19977,0,192,,
1000054,0,20250,0,448,,
1000055,0,20522,0,64,,
1000056,0,20795,0,320,,
1000057,0,21068,0,448,,
1000058,0,21340,0,192,,
1000059,0,21613,0,448,,
1000060,0,21886,0,192,,
1000061,0,22159,0,64,,
1000062,0,22431,0,320,,
1000063,0,22704,0,192,,
1000064,0,22977,0,448,,
1000065,0,23250,0,192,,
1000066,2,23522,23931,320,,
1000067,2,23931,24340,192,,
1000068,2,24340,24750,448,,
1000069,2,24750,25159,64,,
1000070,0,25159,0,320,,
1000071,0,25431,0,448,,
1000072,2,25704,26250,64,,
1000073,2,26250,26795,448,,
1000074,0,26795,0,320,,
1000075,0,27068,0,192,,
1000076,0,27340,0,320,,
1000077,2,27613,28159,192,,
1000078,0,28159,0,320,,
1000079,0,28431,0,64,,
1000080,0,28704,0,192,,
1000081,0,28977,0,320,,
1000082,0,29250,0,192,,
1000083,0,29522,0,448,,
1000084,0,29795,0,192,,
1000085,2,30068,30613,320,,
1000086,2,30613,31159,192,,
1000087,0,31159,0,320,,
1000088,0,31431,0,192,,
1000089,0,31704,0,448,,
1000090,0,31977,0,64,,
1000091,0,32250,0,320,,
1000092,0,32522,0,192,,
1000093,0,32795,0,320,,
1000094,0,33068,0,448,,
1000095,0,33340,0,64,,
1000096,0,33613,0,192,,
1000097,0,33886,0,320,,
1000098,0,34159,0,448,,
1000099,2,34431,34977,320,,
1000100,2,34977,35522,64,,
1000101,0,35522,0,192,,
1000102,0,35795,0,320,,
1000103,0,36068,0,192,,
1000104,2,36340,36886,320,,
1000105,0,36886,0,192,,
1000106,0,37159,0,448,,
1000107,0,37431,0,320,,
1000108,0,37704,0,192,,
1000109,0,37977,0,320,,
1000110,0,38250,0,64,,
1000111,0,38522,0,320,,
1000112,2,38795,39340,192,,
1000113,2,39340,39886,320,,
1000114,0,39886,0,192,,
1000115,0,40159,0,320,,
1000116,0,40431,0,64,,
1000117,0,40704,0,448,,
1000118,0,40977,0,192,,
1000119,0,41250,0,320,,
1000120,0,41522,0,64,,
1000121,0,41795,0,192,,
1000122,0,42068,0,448,,
1000123,0,42340,0,320,,
1000124,0,42613,0,192,,
1000125,0,42886,0,64,,
1000126,2,43159,43977,320,,
1000127,0,43977,0,64,,
1000128,0,44250,0,320,,
1000129,0,44522,0,192,,
1000130,2,44795,45340,448,,
1000131,2,45340,46159,64,,
1000132,0,46159,0,320,,
1000133,0,46431,0,64,,
1000134,0,46704,0,448,,
1000135,2,46977,47522,192,,
1000136,2,47522,48340,448,,
1000137,0,48340,0,192,,
1000138,0,48613,0,448,,
1000139,0,48886,0,64,,
1000140,2,49159,49704,192,,
1000141,2,49704,50250,448,,
1000142,2,50250,50795,320,,
1000143,2,50795,51340,192,,
1000144,2,51340,51886,64,,
1000145,2,51886,52704,320,,
1000146,0,52704,0,64,,
1000147,0,52977,0,320,,
1000148,0,53250,0,192,,
1000149,2,53522,54068,448,,
1000150,2,54068,54886,64,,
1000151,0,54886,0,320,,
1000152,0,55159,0,64,,
1000153,0,55431,0,448,,
1000154,2,55704,56250,192,,
1000155,2,56250,57068,448,,
1000156,0,57068,0,192,,
1000157,0,57340,0,448,,
1000158,0,57613,0,64,,
1000159,2,57886,58431,320,,
1000160,2,58431,58977,64,,
1000161,2,58977,59522,192,,
1000162,2,59522,60068,320,,
1000163,2,60068,60613,448,,
1000164,0,60613,0,320,,
1000165,0,60886,0,192,,
1000166,0,61159,0,320,,
1000167,0,61431,0,64,,
1000168,0,61704,0,448,,
1000169,0,61977,0,192,,
1000170,2,62250,62795,64,,
1000171,2,62795,63340,448,,
1000172,2,63340,63886,320,,
1000173,2,63886,64431,192,,
1000174,0,64431,0,64,,
1000175,0,64704,0,448,,
1000176,0,64977,0,320,,
1000177,0,65250,0,192,,
1000178,0,65522,0,320,,
1000179,0,65795,0,192,,
1000180,0,66068,0,448,,
1000181,0,66340,0,64,,
1000182,2,66613,67159,448,,
1000183,2,67159,67704,64,,
1000184,2,67704,68250,192,,
1000185,2,68250,68795,320,,
1000186,0,68795,0,192,,
1000187,0,69068,0,320,,
1000188,0,69340,0,192,,
1000189,0,69613,0,320,,
1000190,0,69886,0,192,,
1000191,0,70159,0,448,,
1000192,0,70431,0,64,,
1000193,0,70704,0,320,,
1000194,2,70977,71522,448,,
1000195,2,71522,72068,64,,
1000196,2,72068,72613,192,,
1000197,2,72613,73159,320,,
1000198,0,73159,0,448,,
1000199,0,73431,0,64,,
1000200,0,73704,0,192,,
1000201,0,73977,0,320,,
1000202,0,74250,0,192,,
1000203,0,74522,0,320,,
1000204,0,74795,0,64,,
1000205,0,75068,0,448,,
1000206,2,75340,75886,64,,
1000207,2,75886,76431,448,,
1000208,2,76431,76977,320,,
1000209,2,76977,77522,192,,
1000210,0,77522,0,320,,
1000211,0,77795,0,192,,
1000212,2,78068,78613,320,,
1000213,0,78613,0,192,,
1000214,0,78886,0,448,,
1000215,0,79159,0,320,,
1000216,0,79431,0,64,,
1000217,0,79704,0,192,,
1000218,2,79977,80522,448,,
1000219,0,80522,0,320,,
1000220,0,80795,0,448,,
1000221,0,81068,0,192,,
1000222,0,81340,0,448,,
1000223,0,81613,0,320,,
1000224,0,81886,0,64,,
1000225,0,82159,0,448,,
1000226,2,82431,82977,64,,
1000227,0,82977,0,192,,
1000228,0,83250,0,448,,
1000229,0,83522,0,320,,
1000230,0,83795,0,64,,
1000231,0,84068,0,320,,
1000232,0,84340,0,448,,
1000233,0,84613,0,320,,
1000234,0,84886,0,192,,
1000235,0,85159,0,64,,
1000236,0,85431,0,192,,
1000237,0,85704,0,448,,
1000238,0,85977,0,320,,
1000239,0,86250,0,64,,
1000240,0,86522,0,320,,
1000241,2,86795,87340,192,,
1000242,0,87340,0,320,,
1000243,0,87613,0,64,,
1000244,0,87886,0,192,,
1000245,0,88159,0,448,,
1000246,0,88431,0,320,,
1000247,2,88704,89250,64,,
1000248,0,89250,0,192,,
1000249,0,89522,0,64,,
1000250,0,89795,0,320,,
1000251,0,90068,0,64,,
1000252,0,90340,0,192,,
1000253,0,90613,0,448,,
1000254,0,90886,0,64,,
1000255,2,91159,91704,448,,
1000256,0,91704,0,320,,
1000257,0,91977,0,64,,
1000258,0,92250,0,192,,
1000259,0,92522,0,448,,
1000260,0,92795,0,192,,
1000261,0,93068,0,64,,
1000262,0,93340,0,192,,
1000263,0,93613,0,320,,
1000264,0,93886,0,448,,
1000265,0,94159,0,320,,
1000266,2,94431,95250,64,,
