ID,Type,StartTime,EndTime,Location,BPM,Color,
int,int,float,int,int,float,float,
1000001,2,1348,2190,320,89,,
1000002,0,2190,0,192,,,
1000003,0,2359,0,64,,,
1000004,0,2527,0,320,,,
1000005,0,2696,0,448,,,
1000006,0,2921,0,320,,,
1000007,0,3145,0,192,,,
1000008,0,3370,0,64,,,
1000009,0,3595,0,320,,,
1000010,0,3819,0,448,,,
1000011,0,4044,0,64,,,
1000012,0,4550,0,320,,,
1000013,0,5055,0,192,,,
1000014,2,5392,6404,320,,,
1000015,0,6741,0,448,,,
1000016,0,7078,0,64,,,
1000017,0,7415,0,448,,,
1000018,0,7752,0,64,,,
1000019,0,8089,0,192,,,
1000020,0,8426,0,320,,,
1000021,0,8763,0,192,,,
1000022,0,9100,0,320,,,
1000023,2,9269,10449,448,,,
1000024,2,11123,12134,320,,,
1000025,2,12134,12808,192,,,
1000026,0,12808,0,320,,,
1000027,0,12977,0,448,,,
1000028,0,13145,0,320,,,
1000029,0,13314,0,192,,,
1000030,0,13482,0,64,,,
1000031,0,13651,0,320,,,
1000032,0,13819,0,448,,,
1000033,0,14072,0,320,,,
1000034,0,14381,0,192,,,
1000035,0,14606,0,448,,,
1000036,2,14831,15336,192,,,
1000037,0,15505,0,320,,,
1000038,0,15673,0,448,,,
1000039,0,15842,0,320,,,
1000040,0,16010,0,192,,,
1000041,0,16179,0,64,,,
1000042,0,16348,0,320,,,
1000043,0,16516,0,448,,,
1000044,0,16685,0,320,,,
1000045,0,17022,0,192,,,
1000046,0,17190,0,448,,,
1000047,2,17527,18201,320,,,
1000048,0,18201,0,64,,,
1000049,0,18370,0,320,,,
1000050,0,18539,0,448,,,
1000051,0,18707,0,192,,,
1000052,0,18876,0,64,,,
1000053,0,19044,0,192,,,
1000054,0,19213,0,320,,,
1000055,0,19437,0,448,,,
1000056,0,19662,0,64,,,
1000057,0,19887,0,192,,,
1000058,2,20224,21572,320,,,
1000059,2,21909,22246,192,,,
1000060,2,22246,22921,448,,,
1000061,2,22921,23595,192,,,
1000062,0,23595,0,448,,,
1000063,0,23763,0,320,,,
1000064,0,23932,0,192,,,
1000065,0,24100,0,64,,,
1000066,0,24269,0,192,,,
1000067,0,24437,0,320,,,
1000068,0,24606,0,448,,,
1000069,0,24774,0,320,,,
1000070,0,25112,0,192,,,
1000071,0,25280,0,64,,,
1000072,2,25617,26291,448,,,
1000073,0,26291,0,64,,,
1000074,0,26460,0,192,,,
1000075,0,26628,0,320,,,
1000076,0,26797,0,448,,,
1000077,0,26965,0,320,,,
1000078,0,27134,0,192,,,
1000079,0,27303,0,64,,,
1000080,0,27471,0,192,,,
1000081,0,27640,0,320,,,
1000082,0,27977,0,448,,,
1000083,2,28145,28988,192,,,
1000084,0,28988,0,448,,,
1000085,0,29156,0,320,,,
1000086,0,29325,0,192,,,
1000087,0,29494,0,64,,,
1000088,0,29662,0,192,,,
1000089,0,29831,0,320,,,
1000090,0,29999,0,448,,,
1000091,0,30168,0,320,,,
1000092,0,30336,0,192,,,
1000093,0,30673,0,320,,,
1000094,2,30842,31179,64,,,
1000095,2,31179,32359,192,,,
1000096,2,32527,33707,448,,,
1000097,2,34213,35055,320,,,
1000098,0,35055,0,192,,,
1000099,0,35392,0,448,,,
1000100,0,35730,0,64,,,
1000101,0,35898,0,192,,,
1000102,0,36067,0,320,,,
1000103,0,36235,0,448,,,
1000104,0,36404,0,64,,,
1000105,0,36572,0,320,,,
1000106,0,36741,0,192,,,
1000107,0,36909,0,448,,,
1000108,0,37078,0,192,,,
1000109,0,37415,0,64,,,
1000110,0,37583,0,320,,,
1000111,2,37921,38426,192,,,
1000112,0,38426,0,448,,,
1000113,0,38595,0,320,,,
1000114,0,38763,0,64,,,
1000115,0,38932,0,192,,,
1000116,0,39100,0,64,,,
1000117,0,39269,0,320,,,
1000118,0,39437,0,192,,,
1000119,0,39606,0,448,,,
1000120,0,39774,0,192,,,
1000121,0,40112,0,64,,,
1000122,0,40280,0,320,,,
1000123,2,40617,41123,192,,,
1000124,0,41123,0,64,,,
1000125,0,41291,0,448,,,
1000126,0,41460,0,64,,,
1000127,0,41628,0,448,,,
1000128,0,41797,0,64,,,
1000129,0,41965,0,320,,,
1000130,0,42134,0,192,,,
1000131,0,42303,0,448,,,
1000132,0,42471,0,192,,,
1000133,0,42808,0,64,,,
1000134,0,42977,0,320,,,
1000135,2,43314,44156,192,,,
1000136,2,44494,45168,64,,,
1000137,2,44494,45168,320,,,
1000138,2,45168,45842,448,,,
1000139,2,45168,45842,192,,,
1000140,0,45842,0,64,,,
1000141,0,46179,0,320,,,
1000142,0,46516,0,64,,,
1000143,0,46685,0,192,,,
1000144,0,46853,0,320,,,
1000145,0,47022,0,448,,,
1000146,0,47190,0,64,,,
1000147,0,47359,0,320,,,
1000148,0,47527,0,192,,,
1000149,0,47696,0,448,,,
1000150,0,47864,0,192,,,
1000151,0,48201,0,64,,,
1000152,0,48370,0,320,,,
1000153,2,48707,49213,448,,,
1000154,0,49213,0,192,,,
1000155,0,49381,0,320,,,
1000156,0,49550,0,64,,,
1000157,0,49718,0,192,,,
1000158,0,49887,0,64,,,
1000159,0,50055,0,320,,,
1000160,0,50224,0,192,,,
1000161,0,50392,0,448,,,
1000162,0,50561,0,192,,,
1000163,0,50898,0,64,,,
1000164,0,51067,0,320,,,
1000165,2,51404,51909,192,,,
1000166,0,51909,0,64,,,
1000167,0,52078,0,448,,,
1000168,0,52246,0,64,,,
1000169,0,52415,0,448,,,
1000170,0,52583,0,64,,,
1000171,0,52752,0,320,,,
1000172,0,52921,0,192,,,
1000173,0,53089,0,448,,,
1000174,0,53258,0,192,,,
1000175,0,53426,0,64,,,
1000176,0,53763,0,320,,,
1000177,2,54100,54943,192,,,
1000178,2,55280,55954,64,,,
1000179,2,55280,55954,320,,,
1000180,2,55954,56628,192,,,
1000181,2,55954,56628,448,,,
1000182,0,56628,0,64,,,
1000183,0,56797,0,320,,,
1000184,0,56965,0,448,,,
1000185,0,57134,0,192,,,
1000186,2,57303,57640,64,,,
1000187,0,57640,0,448,,,
1000188,0,57808,0,192,,,
1000189,0,58145,0,64,,,
1000190,0,58314,0,320,,,
1000191,0,58482,0,448,,,
1000192,0,58651,0,64,,,
1000193,2,58988,59325,320,,,
1000194,2,59325,59662,192,,,
1000195,2,59662,60673,448,,,
1000196,0,60673,0,64,,,
1000197,0,60842,0,320,,,
1000198,0,61010,0,448,,,
1000199,0,61179,0,192,,,
1000200,0,61516,0,64,,,
1000201,0,61685,0,320,,,
1000202,0,61853,0,192,,,
1000203,2,62190,63370,64,,,
1000204,0,63370,0,448,,,
1000205,0,63539,0,320,,,
1000206,0,63707,0,192,,,
1000207,0,63876,0,64,,,
1000208,0,64213,0,320,,,
1000209,0,64381,0,192,,,
1000210,2,64550,64887,448,,,
1000211,2,64887,65392,192,,,
1000212,0,65392,0,448,,,
1000213,0,65561,0,320,,,
1000214,0,65730,0,192,,,
1000215,0,65898,0,64,,,
1000216,0,66067,0,448,,,
1000217,0,66235,0,320,,,
1000218,0,66404,0,192,,,
1000219,0,66572,0,64,,,
1000220,0,66741,0,448,,,
1000221,0,66741,0,192,,,
1000222,0,67078,0,64,,,
1000223,0,67078,0,320,,,
1000224,0,67415,0,192,,,
1000225,0,67583,0,320,,,
1000226,0,67752,0,448,,,
1000227,0,67921,0,192,,,
1000228,0,68089,0,64,,,
1000229,0,68258,0,320,,,
1000230,2,68426,68763,448,,,
1000231,0,68932,0,320,,,
1000232,0,69100,0,192,,,
1000233,0,69269,0,448,,,
1000234,0,69437,0,64,,,
1000235,0,69774,0,320,,,
1000236,0,70112,0,192,,,
1000237,2,70449,71123,448,,,
1000238,0,71460,0,64,,,
1000239,0,71628,0,320,,,
1000240,0,71797,0,448,,,
1000241,0,71965,0,192,,,
1000242,0,72134,0,64,,,
1000243,0,72471,0,320,,,
1000244,0,72640,0,192,,,
1000245,2,72977,74156,64,,,
1000246,0,74156,0,448,,,
1000247,0,74325,0,320,,,
1000248,0,74494,0,192,,,
1000249,0,74662,0,64,,,
1000250,0,74999,0,320,,,
1000251,0,75168,0,192,,,
1000252,2,75336,75673,448,,,
1000253,2,75673,76853,192,,,
