ID,Type,StartTime,EndTime,Location,BPM,Color,
int,int,float,int,int,float,float,
1000001,2,937,1406,320,128,,
1000002,2,1875,2343,192,,,
1000003,2,2812,3281,448,,,
1000004,2,3750,4218,64,,,
1000005,2,4687,5156,320,,,
1000006,2,5625,6093,192,,,
1000007,2,6562,7031,64,,,
1000008,2,7031,7500,448,,,
1000009,2,7500,7968,320,,,
1000010,0,8437,0,192,,,
1000011,0,8906,0,448,,,
1000012,0,9375,0,320,,,
1000013,0,9843,0,64,,,
1000014,0,10312,0,192,,,
1000015,0,10781,0,448,,,
1000016,0,11250,0,320,,,
1000017,0,11718,0,64,,,
1000018,0,12187,0,192,,,
1000019,0,12656,0,448,,,
1000020,0,13125,0,320,,,
1000021,0,13593,0,64,,,
1000022,0,14062,0,192,,,
1000023,0,14531,0,448,,,
1000024,2,15000,15468,320,,,
1000025,0,15937,0,64,,,
1000026,0,16171,0,192,,,
1000027,0,16406,0,320,,,
1000028,0,16640,0,448,,,
1000029,0,16875,0,320,,,
1000030,0,17109,0,64,,,
1000031,0,17343,0,320,,,
1000032,0,17812,0,448,,,
1000033,0,18046,0,192,,,
1000034,0,18281,0,320,,,
1000035,0,18750,0,192,,,
1000036,0,18984,0,448,,,
1000037,0,19218,0,320,,,
1000038,0,19687,0,64,,,
1000039,0,19921,0,192,,,
1000040,0,20156,0,320,,,
1000041,0,20390,0,448,,,
1000042,0,20625,0,64,,,
1000043,0,20859,0,192,,,
1000044,0,21093,0,320,,,
1000045,0,21328,0,448,,,
1000046,0,21562,0,64,,,
1000047,0,21796,0,192,,,
1000048,0,22031,0,448,,,
1000049,0,22265,0,320,,,
1000050,2,22500,22968,192,,,
1000051,0,23437,0,320,,,
1000052,0,23671,0,192,,,
1000053,0,23906,0,448,,,
1000054,0,24140,0,320,,,
1000055,0,24375,0,64,,,
1000056,0,24609,0,448,,,
1000057,0,24843,0,320,,,
1000058,0,25312,0,192,,,
1000059,0,25546,0,320,,,
1000060,0,25781,0,448,,,
1000061,0,26250,0,320,,,
1000062,0,26484,0,192,,,
1000063,0,26718,0,64,,,
1000064,0,27187,0,192,,,
1000065,0,27421,0,448,,,
1000066,0,27656,0,320,,,
1000067,0,27890,0,448,,,
1000068,0,28125,0,192,,,
1000069,0,28359,0,64,,,
1000070,0,28593,0,192,,,
1000071,0,28828,0,448,,,
1000072,2,29062,30468,320,,,
1000073,0,30937,0,192,,,
1000074,0,31171,0,64,,,
1000075,0,31406,0,320,,,
1000076,0,31640,0,192,,,
1000077,0,31875,0,448,,,
1000078,0,32109,0,192,,,
