ID,Type,StartTime,EndTime,Location,BPM,Color,
int,int,float,int,int,float,float,
1000001,2,909,1363,64,132,,
1000002,2,1590,2045,192,,,
1000003,2,2727,3181,320,,,
1000004,2,3409,3863,192,,,
1000005,2,4545,5454,448,,,
1000006,2,6363,7272,192,,,
1000007,2,7727,8181,320,,,
1000008,0,8636,0,192,,,
1000009,0,8863,0,320,,,
1000010,0,9090,0,192,,,
1000011,0,9318,0,448,,,
1000012,0,9545,0,64,,,
1000013,2,9772,10227,320,,,
1000014,0,10454,0,64,,,
1000015,0,10681,0,320,,,
1000016,0,10909,0,192,,,
1000017,0,11136,0,448,,,
1000018,0,11363,0,64,,,
1000019,2,11590,12272,320,,,
1000020,0,13181,0,448,,,
1000021,0,13409,0,64,,,
1000022,0,13636,0,320,,,
1000023,0,13863,0,192,,,
1000024,0,14090,0,320,,,
1000025,0,14318,0,192,,,
1000026,0,14545,0,64,,,
1000027,0,14772,0,192,,,
1000028,0,15000,0,320,,,
1000029,2,15227,15681,192,,,
1000030,0,15909,0,320,,,
1000031,0,16136,0,192,,,
1000032,0,16363,0,448,,,
1000033,0,16590,0,192,,,
1000034,0,16818,0,320,,,
1000035,2,17045,17500,64,,,
1000036,0,17727,0,192,,,
1000037,0,17954,0,320,,,
1000038,0,18181,0,192,,,
1000039,0,18409,0,448,,,
1000040,0,18636,0,192,,,
1000041,2,18863,19545,320,,,
1000042,0,20454,0,192,,,
1000043,0,20681,0,320,,,
1000044,0,20909,0,192,,,
1000045,0,21136,0,448,,,
1000046,0,21363,0,64,,,
1000047,0,21590,0,320,,,
1000048,0,21818,0,192,,,
1000049,0,22045,0,320,,,
1000050,0,22272,0,192,,,
1000051,0,22500,0,64,,,
1000052,0,22840,0,448,,,
1000053,2,22954,23409,192,,,
1000054,0,23863,0,320,,,
1000055,0,24090,0,192,,,
1000056,2,24318,24772,320,,,
1000057,0,24772,0,448,,,
1000058,0,25000,0,192,,,
1000059,2,25227,25681,320,,,
1000060,0,25681,0,192,,,
1000061,0,25909,0,64,,,
1000062,2,26136,26590,448,,,
1000063,0,26590,0,320,,,
1000064,2,26818,27272,192,,,
1000065,0,27500,0,320,,,
1000066,0,27727,0,192,,,
1000067,2,27954,28409,448,,,
1000068,0,28409,0,192,,,
1000069,0,28636,0,320,,,
1000070,2,28863,29318,192,,,
1000071,0,29318,0,320,,,
1000072,0,29545,0,64,,,
1000073,2,29772,30227,448,,,
1000074,0,30227,0,192,,,
1000075,2,30454,30909,320,,,
1000076,0,31363,0,192,,,
1000077,0,31590,0,320,,,
1000078,0,31818,0,64,,,
1000079,0,32045,0,448,,,
1000080,0,32272,0,192,,,
1000081,0,32500,0,320,,,
1000082,0,32727,0,192,,,
1000083,0,32954,0,320,,,
1000084,0,33181,0,192,,,
1000085,2,33409,33863,448,,,
1000086,0,33863,0,192,,,
1000087,0,34090,0,320,,,
1000088,0,34318,0,192,,,
1000089,0,34545,0,448,,,
1000090,0,34772,0,320,,,
1000091,2,35000,35454,192,,,
1000092,0,35681,0,320,,,
1000093,0,35909,0,192,,,
1000094,0,36136,0,448,,,
1000095,0,36363,0,64,,,
1000096,2,36590,37272,192,,1,
1000097,0,37272,0,320,,,
1000098,0,37272,0,64,,,
1000099,0,37727,0,192,,,
1000100,0,37727,0,448,,,
1000101,0,37954,0,320,,,
1000102,0,37954,0,64,,,
1000103,0,38181,0,192,,,
1000104,0,38181,0,448,,,
1000105,0,38409,0,320,,,
1000106,0,38636,0,192,,,
1000107,2,38863,39318,448,,,
1000108,0,39545,0,320,,,
1000109,0,39545,0,64,,,
1000110,0,39772,0,448,,,
1000111,0,39772,0,192,,,
1000112,0,40000,0,320,,,
1000113,0,40000,0,64,,,
1000114,0,40227,0,192,,,
1000115,0,40454,0,320,,,
1000116,2,40681,41818,64,,,
1000117,0,42272,0,192,,,
1000118,0,42500,0,320,,,
1000119,0,42727,0,192,,,
1000120,0,42954,0,448,,,
1000121,0,43181,0,64,,,
1000122,0,43409,0,320,,,
1000123,0,43636,0,192,,,
1000124,0,43863,0,448,,,
1000125,0,44090,0,192,,,
1000126,2,44318,44772,320,,,
1000127,0,45000,0,448,,,
1000128,0,45000,0,192,,,
