ID,Type,StartTime,EndTime,Location,BPM,Color,
int,int,float,int,int,float,float,
1000001,0,1125,0,64,110,,
1000002,0,1397,0,320,,,
1000003,0,1670,0,192,,,
1000004,0,1943,0,320,,,
1000005,0,2215,0,64,,,
1000006,0,2488,0,448,,,
1000007,0,2761,0,192,,,
1000008,0,3170,0,320,,,
1000009,0,3306,0,64,,,
1000010,0,3579,0,448,,,
1000011,0,3852,0,192,,,
1000012,0,3988,0,448,,,
1000013,0,4125,0,64,,,
1000014,0,4397,0,192,,,
1000015,0,4670,0,320,,,
1000016,2,4943,5488,192,,,
1000017,0,5488,0,64,,,
1000018,0,5761,0,320,,,
1000019,0,6034,0,192,,,
1000020,0,6306,0,320,,,
1000021,0,6579,0,64,,,
1000022,0,6852,0,448,,,
1000023,0,7125,0,192,,,
1000024,0,7534,0,448,,,
1000025,0,7670,0,64,,,
1000026,0,7943,0,320,,,
1000027,0,8215,0,192,,,
1000028,0,8488,0,320,,,
1000029,2,8761,9306,192,,,
1000030,0,9852,0,448,,,
1000031,0,10125,0,192,,,
1000032,0,10397,0,320,,,
1000033,0,10670,0,192,,,
1000034,0,10943,0,448,,,
1000035,0,11215,0,64,,,
1000036,0,11488,0,320,,,
1000037,0,11897,0,192,,,
1000038,0,12034,0,448,,,
1000039,0,12306,0,64,,,
1000040,0,12579,0,320,,,
1000041,0,12715,0,64,,,
1000042,0,12852,0,448,,,
1000043,0,13125,0,320,,,
1000044,0,13397,0,192,,,
1000045,2,13670,14215,320,,,
1000046,0,14215,0,448,,,
1000047,0,14488,0,192,,,
1000048,0,14761,0,320,,,
1000049,0,15034,0,192,,,
1000050,0,15306,0,448,,,
1000051,0,15579,0,64,,,
1000052,0,15852,0,320,,,
1000053,0,16261,0,64,,,
1000054,0,16397,0,448,,,
1000055,0,16670,0,192,,,
1000056,0,16943,0,320,,,
1000057,0,17215,0,192,,,
1000058,2,17488,18034,320,,,
1000059,0,18579,0,192,,,
1000060,0,19125,0,320,,,
1000061,0,19534,0,192,,,
1000062,0,19670,0,448,,,
1000063,0,19806,0,64,,,
1000064,0,19943,0,320,,,
1000065,0,20215,0,192,,,
1000066,0,20625,0,320,,,
1000067,0,20761,0,64,,,
1000068,0,21034,0,448,,,
1000069,0,21306,0,320,,,
1000070,0,21443,0,64,,,
1000071,0,21579,0,448,,,
1000072,0,21852,0,320,,,
1000073,0,22125,0,192,,,
1000074,2,22397,22943,64,,,
1000075,0,22943,0,192,,,
1000076,0,23488,0,320,,,
1000077,0,23897,0,192,,,
1000078,0,24034,0,448,,,
1000079,0,24170,0,64,,,
1000080,0,24306,0,320,,,
1000081,0,24579,0,192,,,
1000082,0,24988,0,320,,,
1000083,0,25125,0,64,,,
1000084,0,25397,0,448,,,
1000085,0,25670,0,320,,,
1000086,0,25943,0,64,,,
1000087,2,26215,26761,448,,,
1000088,0,27306,0,192,,,
