ID,Type,StartTime,EndTime,Location,BPM,Color,
int,int,float,int,int,float,float,
1000001,0,1101,0,192,160,,
1000002,0,1218,0,448,,,
1000003,0,1335,0,64,,,
1000004,2,1476,1851,320,,,
1000005,0,2601,0,192,,,
1000006,0,2718,0,448,,,
1000007,0,2835,0,64,,,
1000008,2,2976,3351,320,,,
1000009,0,4101,0,192,,,
1000010,0,4218,0,448,,,
1000011,0,4335,0,64,,,
1000012,2,4476,4851,320,,,
1000013,0,4851,0,192,,,
1000014,0,4968,0,448,,,
1000015,0,5085,0,64,,,
1000016,2,5226,5601,320,,,
1000017,0,5601,0,192,,,
1000018,0,5718,0,448,,,
1000019,0,5835,0,64,,,
1000020,2,5976,6351,320,,,
1000021,0,6351,0,192,,,
1000022,0,6468,0,448,,,
1000023,0,6585,0,64,,,
1000024,2,6726,7101,320,,,
1000025,0,7101,0,192,,,
1000026,0,7218,0,448,,,
1000027,0,7335,0,64,,,
1000028,2,7476,7851,320,,,
1000029,2,8226,8601,192,,,
1000030,0,8789,0,320,,,
1000031,0,8976,0,64,,,
1000032,2,9351,9726,448,,,
1000033,2,9726,10101,320,,,
1000034,2,10101,10476,192,,,
1000035,2,10476,11226,64,,,
1000036,2,11226,11601,192,,,
1000037,0,11601,0,320,,,
1000038,0,11882,0,192,,,
1000039,2,11976,12351,448,,,
1000040,0,12351,0,64,,,
1000041,0,12539,0,320,,,
1000042,0,12726,0,192,,,
1000043,0,12914,0,448,,,
1000044,0,13101,0,192,,,
1000045,0,13289,0,320,,,
1000046,2,13476,13851,192,,,
1000047,2,14226,14601,320,,,
1000048,0,14789,0,192,,,
1000049,0,14976,0,448,,,
1000050,2,15351,15726,64,,,
1000051,2,15726,16101,192,,,
1000052,2,16101,16476,320,,,
1000053,2,16476,17226,448,,,
1000054,2,17226,17601,320,,,
1000055,0,17601,0,192,,,
1000056,0,17882,0,320,,,
1000057,2,17976,18351,64,,,
1000058,2,18726,19101,192,,,
1000059,0,19101,0,320,,,
1000060,0,19218,0,64,,,
1000061,0,19335,0,448,,,
1000062,2,19476,19851,192,,,
1000063,0,19851,0,320,,,
1000064,0,19968,0,64,,,
1000065,0,20085,0,448,,,
1000066,2,20226,20601,192,,,
1000067,0,20601,0,320,,,
1000068,0,20718,0,64,,,
1000069,0,20835,0,448,,,
1000070,2,20976,21351,192,,,
1000071,2,21351,21726,320,,,
1000072,2,21726,22101,192,,,
1000073,0,22101,0,320,,,
1000074,0,22218,0,64,,,
1000075,0,22335,0,448,,,
1000076,2,22476,22851,192,,,
1000077,0,22851,0,320,,,
1000078,0,23132,0,448,,,
1000079,2,23226,23601,192,,,
1000080,0,23601,0,320,,,
1000081,0,23718,0,64,,,
1000082,0,23835,0,448,,,
1000083,2,23976,25101,192,,,
1000084,0,25101,0,320,,,
1000085,0,25476,0,64,,,
1000086,0,25851,0,320,,,
1000087,0,25968,0,64,,,
1000088,0,26109,0,448,,,
1000089,2,26226,26601,192,,,
1000090,2,26601,26976,320,,,
1000091,2,26976,27351,192,,,
1000092,0,27351,0,320,,,
1000093,0,27468,0,64,,,
1000094,0,27585,0,448,,,
1000095,2,27726,28101,192,,,
1000096,2,28101,28851,320,,,
1000097,2,28851,29601,192,,,
1000098,2,29601,29976,320,,,
1000099,2,29976,30351,448,,,
1000100,2,30351,31101,64,,1,
1000101,2,31101,31476,192,,,
1000102,2,31476,31851,64,,,
1000103,2,31476,31851,320,,,
1000104,2,32226,32601,192,,,
1000105,2,32226,32601,448,,,
1000106,0,32789,0,320,,,
1000107,0,32976,0,192,,,
1000108,2,33351,33726,64,,,
1000109,2,33351,33726,320,,,
1000110,2,33726,34101,192,,,
1000111,2,33726,34101,448,,,
1000112,2,34101,34476,320,,,
1000113,2,34101,34476,64,,,
1000114,2,34476,35226,448,,,
1000115,2,34476,35226,192,,,
1000116,2,35226,35601,320,,,
1000117,2,35250,35601,64,,,
1000118,0,35601,0,192,,,
1000119,0,35882,0,320,,,
1000120,2,35976,36351,64,,,
1000121,0,36351,0,192,,,
1000122,0,36539,0,320,,,
1000123,0,36726,0,448,,,
1000124,0,36914,0,320,,,
1000125,0,37101,0,192,,,
1000126,0,37289,0,64,,,
1000127,2,37476,37851,448,,,
1000128,2,37476,37851,192,,,
1000129,2,38226,38601,320,,,
1000130,2,38226,38601,64,,,
1000131,0,38789,0,192,,,
1000132,0,38976,0,320,,,
1000133,2,39351,39726,448,,,
1000134,2,39351,39726,192,,,
1000135,2,39726,40101,320,,,
1000136,2,39726,40101,64,,,
1000137,2,40101,40476,192,,,
1000138,2,40101,40476,448,,,
1000139,2,40476,41226,64,,,
1000140,2,40476,41226,320,,,
1000141,2,41226,41601,192,,,
1000142,2,41250,41601,448,,,
1000143,2,41601,41976,320,,,
1000144,2,41976,42351,192,,,
1000145,0,42726,0,320,,,
1000146,0,42914,0,448,,,
1000147,0,43101,0,320,,,
1000148,0,43289,0,192,,,
1000149,2,43476,43851,64,,,
1000150,2,43476,43851,320,,,
1000151,2,44226,44601,192,,,
1000152,2,44226,44601,448,,,
1000153,0,44789,0,320,,,
1000154,0,44976,0,192,,,
1000155,2,45351,45726,64,,,
1000156,2,45351,45726,320,,,
1000157,2,45726,46101,192,,,
1000158,2,45726,46101,448,,,
1000159,2,46101,46476,320,,,
1000160,2,46101,46476,64,,,
1000161,2,46476,47226,448,,,
1000162,2,46476,47226,192,,,
1000163,2,47226,47601,320,,,
1000164,2,47250,47601,64,,,
1000165,0,47601,0,192,,,
1000166,0,47882,0,320,,,
1000167,2,47976,48351,64,,,
1000168,0,48351,0,192,,,
1000169,0,48539,0,320,,,
1000170,0,48726,0,448,,,
1000171,0,48914,0,320,,,
1000172,0,49101,0,192,,,
1000173,0,49289,0,64,,,
1000174,2,49476,49851,448,,,
1000175,2,49476,49851,192,,,
1000176,2,50226,50601,320,,,
1000177,2,50226,50601,64,,,
1000178,0,50789,0,192,,,
1000179,0,50976,0,320,,,
1000180,2,51351,51726,448,,,
1000181,2,51351,51726,192,,,
1000182,2,51726,52101,320,,,
1000183,2,51726,52101,64,,,
1000184,2,52101,52476,192,,,
1000185,2,52101,52476,448,,,
1000186,2,52476,53226,64,,,
1000187,2,52476,53226,320,,,
1000188,2,53226,53601,192,,,
1000189,2,53250,53601,448,,,
1000190,0,53601,0,320,,,
1000191,0,53882,0,192,,,
1000192,2,53976,54351,448,,,
1000193,2,54726,55476,320,,,
