ID,Type,StartTime,EndTime,Location,BPM,Color
int,int,float,int,int,float,float
1000001,0,40,0,320,117,
1000002,0,552,0,448,,
1000003,0,1065,0,64,,
1000004,0,1578,0,448,,
1000005,0,1834,0,320,,
1000006,0,2347,0,192,,
1000007,0,2860,0,320,,
1000008,0,3116,0,448,,
1000009,0,3373,0,320,,
1000010,0,3629,0,192,,
1000011,0,3886,0,64,,
1000012,0,4142,0,320,,
1000013,0,4655,0,448,,
1000014,0,5168,0,192,,
1000015,0,5681,0,448,,
1000016,0,5937,0,320,,
1000017,0,6450,0,192,,
1000018,0,6963,0,320,,
1000019,0,7219,0,448,,
1000020,0,7475,0,320,,
1000021,0,7732,0,192,,
1000022,0,7988,0,448,,
1000023,0,8245,0,64,,
1000024,0,8629,0,448,,
1000025,0,9014,0,192,,
1000026,2,9270,10040,320,,
1000027,0,10040,0,448,,
1000028,0,10296,0,64,,
1000029,0,10681,0,448,,
1000030,0,11065,0,192,,
1000031,2,11322,12091,320,,
1000032,0,12091,0,192,,
1000033,0,12604,0,448,,
1000034,0,12860,0,192,,
1000035,0,13116,0,64,,
1000036,0,13373,0,320,,
1000037,0,13629,0,448,,
1000038,0,14142,0,192,,
1000039,0,14655,0,320,,
1000040,0,14911,0,192,,
1000041,0,15168,0,320,,
1000042,0,15424,0,448,,
1000043,0,15681,0,192,,
1000044,0,15937,0,64,,
1000045,0,16193,0,448,,
1000046,2,16450,16963,320,,
1000047,2,16963,17475,448,,
1000048,2,17475,17988,64,,
1000049,0,17988,0,448,,
1000050,0,18245,0,320,,
1000051,0,18757,0,192,,
1000052,0,19270,0,320,,
1000053,0,19527,0,448,,
1000054,0,19783,0,320,,
1000055,0,20040,0,192,,
1000056,0,20296,0,64,,
1000057,2,20552,21065,192,,
1000058,2,21065,21578,320,,
1000059,2,21578,22091,192,,
1000060,0,22091,0,448,,
1000061,0,22347,0,320,,
1000062,0,22860,0,192,,
1000063,0,23373,0,320,,
1000064,0,23629,0,448,,
1000065,0,23886,0,320,,
1000066,0,24142,0,192,,
1000067,0,24398,0,448,,
1000068,0,24655,0,64,,
1000069,0,25040,0,448,,
1000070,0,25424,0,192,,
1000071,2,25681,26193,320,,
1000072,0,26450,0,448,,
1000073,0,26706,0,64,,
1000074,0,27091,0,448,,
1000075,0,27475,0,192,,
1000076,2,27732,28501,320,,
1000077,0,28501,0,192,,
1000078,0,29014,0,448,,
1000079,0,29270,0,192,,
1000080,0,29527,0,64,,
1000081,0,29783,0,320,,
1000082,0,30040,0,448,,
1000083,0,30552,0,192,,
1000084,0,31065,0,320,,
1000085,0,31322,0,192,,
1000086,0,31578,0,320,,
1000087,0,31834,0,448,,
1000088,0,32219,0,192,,
1000089,0,32604,0,64,,
1000090,0,32860,0,448,,
1000091,0,33116,0,320,,
1000092,0,33373,0,192,,
1000093,0,33629,0,448,,
1000094,0,33886,0,64,,
1000095,2,34142,35168,320,,
1000096,0,35168,0,448,,
1000097,0,35424,0,320,,
1000098,0,35681,0,192,,
1000099,0,35937,0,64,,
1000100,0,36193,0,192,,
1000101,0,36450,0,320,,
1000102,0,36706,0,448,,
1000103,0,36963,0,320,,
1000104,0,37219,0,192,,
1000105,0,37475,0,64,,
