ID,Type,StartTime,EndTime,Location,BPM,Color,
int,int,float,int,int,float,float,
1000001,0,966,0,192,128,,
1000002,0,1435,0,320,,,
1000003,0,1787,0,192,,,
1000004,0,2021,0,448,,,
1000005,0,2138,0,64,,,
1000006,0,2373,0,192,,,
1000007,0,2607,0,320,,,
1000008,0,2841,0,192,,,
1000009,0,3310,0,320,,,
1000010,0,3662,0,192,,,
1000011,0,3896,0,448,,,
1000012,0,4013,0,64,,,
1000013,0,4248,0,320,,,
1000014,0,4482,0,192,,,
1000015,0,4716,0,448,,,
1000016,0,4951,0,192,,,
1000017,0,5185,0,320,,,
1000018,0,5419,0,192,,,
1000019,0,5537,0,448,,,
1000020,0,5771,0,64,,,
1000021,0,6005,0,192,,,
1000022,0,6123,0,448,,,
1000023,2,6357,7294,64,,,
1000024,2,7529,7998,320,,,
1000025,2,7998,8466,192,,,
1000026,0,8466,0,320,,,
1000027,0,8935,0,192,,,
1000028,0,9287,0,320,,,
1000029,0,9521,0,64,,,
1000030,0,9638,0,448,,,
1000031,0,9873,0,320,,,
1000032,0,10107,0,192,,,
1000033,0,10341,0,320,,,
1000034,0,10810,0,192,,,
1000035,0,11162,0,320,,,
1000036,0,11396,0,64,,,
1000037,0,11513,0,448,,,
1000038,0,11748,0,192,,,
1000039,0,11982,0,320,,,
1000040,0,12216,0,64,,,
1000041,0,12451,0,320,,,
1000042,0,12685,0,192,,,
1000043,0,12919,0,320,,,
1000044,0,13037,0,64,,,
1000045,0,13271,0,448,,,
1000046,0,13505,0,320,,,
1000047,0,13623,0,64,,,
1000048,2,13857,14794,192,,,
1000049,2,15029,15498,320,,,
1000050,2,15498,15966,192,,,
1000051,0,15966,0,320,,,
1000052,0,16435,0,192,,,
1000053,0,16787,0,320,,,
1000054,0,17021,0,64,,,
1000055,0,17138,0,448,,,
1000056,0,17373,0,320,,,
1000057,0,17607,0,192,,,
1000058,0,17841,0,320,,,
1000059,0,18310,0,192,,,
1000060,0,18662,0,320,,,
1000061,0,18896,0,64,,,
1000062,0,19013,0,448,,,
1000063,0,19248,0,192,,,
1000064,0,19482,0,320,,,
1000065,0,19716,0,64,,,
1000066,0,19951,0,320,,,
1000067,0,20185,0,192,,,
1000068,0,20419,0,320,,,
1000069,0,20537,0,64,,,
1000070,0,20771,0,448,,,
1000071,0,21005,0,320,,,
1000072,0,21123,0,64,,,
1000073,2,21357,22294,192,,,
1000074,2,22529,22998,64,,,
1000075,2,22998,23466,448,,,
1000076,0,23466,0,192,,,
1000077,0,23935,0,320,,,
1000078,0,24287,0,192,,,
1000079,0,24521,0,448,,,
1000080,0,24638,0,64,,,
1000081,0,24873,0,192,,,
1000082,0,25107,0,320,,,
1000083,0,25341,0,192,,,
1000084,0,25810,0,320,,,
1000085,0,26162,0,192,,,
1000086,0,26396,0,448,,,
1000087,0,26513,0,64,,,
1000088,0,26748,0,320,,,
1000089,0,26982,0,192,,,
1000090,0,27216,0,448,,,
1000091,0,27451,0,192,,,
1000092,0,27685,0,320,,,
1000093,0,27919,0,192,,,
1000094,0,28037,0,448,,,
1000095,0,28271,0,64,,,
1000096,0,28505,0,192,,,
1000097,0,28623,0,448,,,
1000098,2,28857,30263,320,,1,
1000099,0,30937,0,192,,,
1000100,0,31054,0,448,,,
1000101,0,31171,0,64,,,
1000102,0,31406,0,320,,,
1000103,0,31757,0,192,,,
1000104,0,31992,0,448,,,
1000105,0,32109,0,64,,,
1000106,0,32343,0,192,,,
1000107,0,32460,0,448,,,
1000108,0,32578,0,64,,,
1000109,0,32812,0,320,,,
1000110,0,32929,0,64,,,
1000111,0,33046,0,448,,,
1000112,0,33281,0,320,,,
1000113,0,33632,0,192,,,
1000114,0,33867,0,448,,,
1000115,0,33984,0,64,,,
1000116,0,34218,0,320,,,
1000117,0,34453,0,192,,,
1000118,0,34687,0,448,,,
1000119,0,34921,0,192,,,
1000120,0,35039,0,448,,,
1000121,0,35156,0,64,,,
1000122,0,35390,0,192,,,
1000123,0,35507,0,448,,,
1000124,0,35742,0,64,,,
1000125,0,35976,0,192,,,
1000126,0,36093,0,448,,,
1000127,0,36328,0,320,,,
1000128,0,36562,0,192,,,
1000129,0,36562,0,448,,,
1000130,0,37031,0,64,,,
1000131,0,37031,0,320,,,
1000132,0,37500,0,192,,,
1000133,0,37617,0,448,,,
1000134,0,37734,0,64,,,
1000135,0,37968,0,320,,,
1000136,0,38203,0,192,,,
1000137,0,38437,0,320,,,
1000138,0,38554,0,64,,,
1000139,0,38671,0,448,,,
1000140,0,38906,0,192,,,
1000141,0,39257,0,320,,,
1000142,0,39492,0,64,,,
1000143,0,39609,0,448,,,
1000144,0,39843,0,320,,,
1000145,0,39960,0,64,,,
1000146,0,40078,0,448,,,
1000147,0,40312,0,192,,,
1000148,0,40429,0,448,,,
1000149,0,40546,0,64,,,
1000150,0,40781,0,192,,,
1000151,0,41132,0,320,,,
1000152,0,41367,0,64,,,
1000153,0,41484,0,448,,,
1000154,0,41718,0,192,,,
1000155,0,41953,0,320,,,
1000156,0,42187,0,64,,,
1000157,0,42421,0,320,,,
1000158,0,42539,0,64,,,
1000159,0,42656,0,448,,,
1000160,0,42890,0,320,,,
1000161,0,43007,0,64,,,
1000162,0,43242,0,448,,,
1000163,0,43476,0,320,,,
1000164,0,43593,0,64,,,
1000165,0,43828,0,192,,,
1000166,2,44062,45000,320,,,
1000167,2,45000,45937,64,,,
1000168,0,45937,0,192,,,
1000169,0,46054,0,448,,,
1000170,0,46171,0,64,,,
1000171,0,46406,0,320,,,
1000172,0,46757,0,192,,,
1000173,0,46992,0,448,,,
1000174,0,47109,0,64,,,
1000175,0,47343,0,192,,,
1000176,0,47460,0,448,,,
1000177,0,47578,0,64,,,
1000178,0,47812,0,320,,,
1000179,0,47929,0,64,,,
1000180,0,48046,0,448,,,
1000181,0,48281,0,320,,,
1000182,0,48632,0,192,,,
1000183,0,48867,0,448,,,
1000184,0,48984,0,64,,,
1000185,0,49218,0,320,,,
1000186,0,49453,0,192,,,
1000187,0,49687,0,448,,,
1000188,0,49921,0,192,,,
1000189,0,50039,0,448,,,
1000190,0,50156,0,64,,,
1000191,0,50390,0,192,,,
1000192,0,50507,0,448,,,
1000193,0,50742,0,64,,,
1000194,0,50976,0,192,,,
1000195,0,51093,0,448,,,
1000196,0,51328,0,320,,,
1000197,0,51562,0,192,,,
1000198,0,51562,0,448,,,
1000199,0,52031,0,64,,,
1000200,0,52031,0,320,,,
1000201,0,52500,0,192,,,
1000202,0,52617,0,448,,,
1000203,0,52734,0,64,,,
1000204,0,52968,0,320,,,
1000205,0,53203,0,192,,,
1000206,0,53437,0,320,,,
1000207,0,53554,0,64,,,
1000208,0,53671,0,448,,,
1000209,0,53906,0,192,,,
1000210,0,54257,0,320,,,
1000211,0,54492,0,64,,,
1000212,0,54609,0,448,,,
1000213,0,54843,0,320,,,
1000214,0,54960,0,64,,,
1000215,0,55078,0,448,,,
1000216,0,55312,0,192,,,
1000217,0,55429,0,448,,,
1000218,0,55546,0,64,,,
1000219,0,55781,0,192,,,
1000220,0,56132,0,320,,,
1000221,0,56367,0,64,,,
1000222,0,56484,0,448,,,
1000223,0,56718,0,192,,,
1000224,0,56953,0,320,,,
1000225,0,57187,0,64,,,
1000226,0,57421,0,320,,,
1000227,0,57539,0,64,,,
1000228,0,57656,0,448,,,
1000229,0,57890,0,320,,,
1000230,0,58007,0,64,,,
1000231,0,58242,0,448,,,
1000232,0,58476,0,320,,,
1000233,0,58593,0,64,,,
1000234,2,58828,60000,192,,,
