ID,Type,StartTime,EndTime,Location,BPM,Color,
int,int,float,int,int,float,float,
1000001,0,966,0,192,128,,
1000002,0,1435,0,448,,,
1000003,0,1787,0,64,,,
1000004,0,1904,0,320,,,
1000005,0,2373,0,192,,,
1000006,0,2841,0,448,,,
1000007,0,3310,0,192,,,
1000008,0,3779,0,448,,,
1000009,0,4248,0,192,,,
1000010,0,4716,0,320,,,
1000011,0,5185,0,64,,,
1000012,0,5537,0,448,,,
1000013,0,5654,0,192,,,
1000014,0,6123,0,320,,,
1000015,0,6591,0,192,,,
1000016,0,7060,0,320,,,
1000017,0,7529,0,64,,,
1000018,0,7998,0,320,,,
1000019,0,8349,0,192,,,
1000020,0,8466,0,448,,,
1000021,0,8935,0,64,,,
1000022,0,9287,0,448,,,
1000023,0,9404,0,192,,,
1000024,0,9873,0,320,,,
1000025,0,10224,0,192,,,
1000026,0,10341,0,448,,,
1000027,0,10810,0,64,,,
1000028,0,11279,0,320,,,
1000029,0,11748,0,192,,,
1000030,0,12099,0,320,,,
1000031,0,12216,0,64,,,
1000032,0,12685,0,320,,,
1000033,0,13037,0,448,,,
1000034,0,13154,0,192,,,
1000035,0,13623,0,192,,,
1000036,0,13974,0,320,,,
1000037,0,14091,0,64,,,
1000038,0,14443,0,192,,,
1000039,0,14560,0,448,,,
1000040,0,14912,0,320,,,
1000041,0,15029,0,64,,,
1000042,2,15966,16435,320,,,
1000043,2,16435,16904,192,,,
1000044,2,16904,17373,448,,,
1000045,2,17373,17841,192,,,
1000046,2,17841,18310,320,,,
1000047,2,18310,18779,64,,,
1000048,2,18779,19248,448,,,
1000049,2,19716,20185,320,,,
1000050,2,20185,20654,64,,,
1000051,2,20654,21123,448,,,
1000052,2,21123,21591,192,,,
1000053,2,21591,22060,320,,,
1000054,2,22060,22529,64,,,
1000055,2,22529,22998,448,,,
1000056,2,23466,23935,64,,,
1000057,2,23935,24404,448,,,
1000058,2,24404,24873,192,,,
1000059,2,24873,25341,320,,,
1000060,2,25341,25810,64,,,
1000061,2,25810,26279,448,,,
1000062,2,26279,26748,320,,,
1000063,2,26748,27216,64,,,
1000064,2,27216,27685,448,,,
1000065,2,27685,28154,192,,,
1000066,2,28154,28623,320,,,
1000067,2,28623,29091,64,,,
1000068,2,29091,29560,448,,,
1000069,2,29560,30029,320,,,
1000070,2,30029,30937,64,,1,
1000071,2,30937,31406,192,,,
1000072,2,30937,31406,448,,,
1000073,2,31406,31875,64,,,
1000074,2,31406,31875,320,,,
1000075,2,31875,32343,192,,,
1000076,2,31875,32343,448,,,
1000077,2,32343,32812,64,,,
1000078,2,32343,32812,320,,,
1000079,2,32812,33281,448,,,
1000080,2,32812,33281,192,,,
1000081,2,33281,33750,320,,,
1000082,2,33281,33750,64,,,
1000083,2,33750,34218,192,,,
1000084,2,33750,34218,448,,,
1000085,2,34218,34687,320,,,
1000086,2,34687,35156,448,,,
1000087,2,34687,35156,192,,,
1000088,2,35156,35625,320,,,
1000089,2,35156,35625,64,,,
1000090,2,35625,36093,192,,,
1000091,2,35625,36093,448,,,
1000092,2,36093,36562,64,,,
1000093,2,36093,36562,320,,,
1000094,2,36562,37031,448,,,
1000095,2,36562,37031,192,,,
1000096,2,37031,37500,320,,,
1000097,2,37031,37500,64,,,
1000098,2,37500,37968,192,,,
1000099,2,37500,37968,448,,,
1000100,2,37968,38437,320,,,
1000101,2,38437,38906,448,,,
1000102,2,38437,38906,192,,,
1000103,2,38906,39375,320,,,
1000104,2,38906,39375,64,,,
1000105,2,39375,39843,192,,,
1000106,2,39375,39843,448,,,
1000107,2,39843,40312,64,,,
1000108,2,39843,40312,320,,,
1000109,2,40312,40781,448,,,
1000110,2,40312,40781,192,,,
1000111,2,40781,41250,320,,,
1000112,2,40781,41250,64,,,
1000113,2,41250,41718,192,,,
1000114,2,41250,41718,448,,,
1000115,2,41718,42187,320,,,
1000116,2,42187,42656,448,,,
1000117,2,42187,42656,192,,,
1000118,2,42656,43125,320,,,
1000119,2,42656,43125,64,,,
1000120,2,43125,43593,192,,,
1000121,2,43125,43593,448,,,
1000122,2,43593,44062,64,,,
1000123,2,43593,44062,320,,,
1000124,2,44062,44531,448,,,
1000125,2,44062,44531,192,,,
1000126,2,44531,45000,320,,,
1000127,2,44531,45000,64,,,
1000128,2,45000,45468,192,,,
1000129,2,45000,45468,448,,,
1000130,2,45468,45937,320,,,
1000131,2,45937,46406,192,,,
1000132,2,45937,46406,448,,,
1000133,2,46406,46875,64,,,
1000134,2,46875,47343,192,,,
1000135,2,46875,47343,448,,,
1000136,2,47343,47812,64,,,
1000137,2,47812,48281,192,,,
1000138,2,47812,48281,448,,,
1000139,2,48281,48750,64,,,
1000140,2,48750,49218,448,,,
1000141,2,48750,49218,192,,,
1000142,2,49218,49687,320,,,
1000143,2,49687,50156,192,,,
1000144,2,49687,50156,448,,,
1000145,2,50156,50625,64,,,
1000146,2,50625,51093,448,,,
1000147,2,50625,51093,192,,,
1000148,2,51093,51562,64,,,
1000149,2,51562,52031,192,,,
1000150,2,51562,52031,448,,,
1000151,2,52031,52500,64,,,
1000152,2,52500,52968,448,,,
1000153,2,52500,52968,192,,,
1000154,2,52968,53437,320,,,
1000155,2,53437,53906,192,,,
1000156,2,53437,53906,448,,,
1000157,2,53906,54375,64,,,
1000158,2,54375,54843,448,,,
1000159,2,54375,54843,192,,,
1000160,2,54843,55312,64,,,
1000161,2,55312,55781,192,,,
1000162,2,55312,55781,448,,,
1000163,2,55781,56250,64,,,
1000164,2,56250,56718,192,,,
1000165,2,56250,56718,448,,,
1000166,2,56718,57187,320,,,
1000167,2,57187,57656,448,,,
1000168,2,57187,57656,192,,,
1000169,2,57656,58125,64,,,
1000170,2,58125,58593,192,,,
1000171,2,58125,58593,448,,,
1000172,2,58593,59062,64,,,
1000173,2,59062,59531,448,,,
1000174,2,59062,59531,192,,,
1000175,2,59531,60000,64,,,
1000176,2,60000,60468,192,,,
1000177,2,60000,60468,448,,,
1000178,2,60468,61406,320,,,
