ID,Type,StartTime,EndTime,Location,BPM,Color
int,int,float,int,int,float,float
1000001,0,990,0,64,125,
1000002,0,1470,0,448,,
1000003,0,1950,0,192,,
1000004,0,3150,0,192,,
1000005,0,3510,0,448,,
1000006,0,3870,0,64,,
1000007,0,4830,0,320,,
1000008,0,5310,0,192,,
1000009,0,5790,0,320,,
1000010,0,6750,0,64,,
1000011,0,6990,0,320,,
1000012,0,7230,0,192,,
1000013,0,7350,0,448,,
1000014,2,7710,8190,64,,
1000015,0,8670,0,320,,
1000016,0,8910,0,192,,
1000017,0,9150,0,448,,
1000018,0,9390,0,64,,
1000019,0,9630,0,320,,
1000020,0,9990,0,192,,
1000021,0,10350,0,320,,
1000022,0,10590,0,192,,
1000023,0,10830,0,448,,
1000024,0,11070,0,192,,
1000025,0,11310,0,320,,
1000026,0,11550,0,64,,
1000027,0,11910,0,320,,
1000028,0,12270,0,448,,
1000029,0,12510,0,192,,
1000030,0,12750,0,320,,
1000031,0,12990,0,192,,
1000032,0,13230,0,448,,
1000033,0,13470,0,64,,
1000034,0,13830,0,448,,
1000035,0,14190,0,64,,
1000036,0,14430,0,320,,
1000037,0,14670,0,192,,
1000038,0,14910,0,448,,
1000039,2,15390,15870,64,,
1000040,0,16350,0,192,,
1000041,0,16590,0,320,,
1000042,0,16830,0,64,,
1000043,0,17070,0,448,,
1000044,0,17310,0,192,,
1000045,0,17670,0,320,,
1000046,0,18030,0,192,,
1000047,0,18270,0,320,,
1000048,0,18510,0,64,,
1000049,0,18750,0,320,,
1000050,0,18990,0,192,,
1000051,0,19230,0,448,,
1000052,0,19590,0,192,,
1000053,0,19950,0,64,,
1000054,0,20190,0,320,,
1000055,0,20430,0,192,,
1000056,0,20670,0,320,,
1000057,0,20910,0,64,,
1000058,0,21150,0,448,,
1000059,0,21510,0,64,,
1000060,0,21870,0,448,,
1000061,0,22110,0,192,,
1000062,0,22350,0,320,,
1000063,0,22590,0,64,,
1000064,2,23070,23550,448,,
1000065,0,23550,0,192,,
1000066,0,23790,0,320,,
1000067,0,24030,0,64,,
1000068,0,24270,0,192,,
1000069,0,24510,0,448,,
1000070,0,24750,0,64,,
1000071,0,24990,0,320,,
1000072,0,25350,0,192,,
1000073,0,25710,0,320,,
1000074,0,25950,0,192,,
1000075,0,26190,0,448,,
1000076,0,26430,0,192,,
1000077,0,26670,0,320,,
1000078,0,26910,0,64,,
1000079,0,27270,0,320,,
1000080,0,27630,0,448,,
1000081,0,27870,0,192,,
1000082,0,28110,0,320,,
1000083,0,28350,0,192,,
1000084,0,28590,0,448,,
1000085,0,28830,0,64,,
1000086,0,29190,0,448,,
1000087,0,29550,0,64,,
1000088,0,29790,0,320,,
1000089,0,30030,0,192,,
1000090,0,30270,0,448,,
1000091,2,30750,31230,64,,
1000092,0,31230,0,320,,
1000093,0,31710,0,192,,
1000094,0,31950,0,320,,
1000095,0,32190,0,64,,
1000096,0,32430,0,448,,
1000097,0,32670,0,192,,
1000098,0,33030,0,320,,
1000099,0,33390,0,192,,
1000100,0,33630,0,320,,
1000101,0,33870,0,64,,
1000102,0,34110,0,320,,
1000103,0,34350,0,192,,
1000104,0,34590,0,448,,
1000105,0,34950,0,192,,
1000106,0,35310,0,64,,
1000107,0,35550,0,320,,
1000108,0,35790,0,192,,
1000109,0,36030,0,320,,
1000110,0,36270,0,64,,
1000111,0,36510,0,448,,
1000112,0,36870,0,64,,
1000113,0,37230,0,448,,
1000114,0,37470,0,192,,
1000115,0,37710,0,320,,
1000116,0,37950,0,64,,
1000117,2,38400,39360,448,,1
1000118,2,39360,39840,64,,
1000119,2,39360,39840,320,,
1000120,2,39840,40320,192,,
1000121,2,39840,40320,448,,
1000122,2,40800,41280,64,,
1000123,2,40800,41280,320,,
1000124,0,41280,0,192,,
1000125,0,41280,0,448,,
1000126,0,41520,0,64,,
1000127,0,41520,0,320,,
1000128,2,41760,42240,192,,
1000129,2,41760,42240,448,,
1000130,0,42720,0,64,,
1000131,0,42720,0,320,,
1000132,2,43200,43680,192,,
1000133,2,43200,43680,448,,
1000134,2,43680,44160,64,,
1000135,2,43680,44160,320,,
1000136,0,44640,0,192,,
1000137,0,44880,0,320,,
1000138,2,45120,45600,192,,
1000139,2,45120,45600,448,,
1000140,2,45600,46080,64,,
1000141,2,45600,46080,320,,
1000142,0,46080,0,192,,
1000143,0,46560,0,448,,
1000144,2,47040,47520,64,,
1000145,2,47040,47520,320,,
1000146,2,47520,48000,192,,
1000147,2,47520,48000,448,,
1000148,2,48480,48960,64,,
1000149,2,48480,48960,320,,
1000150,0,48960,0,192,,
1000151,0,48960,0,448,,
1000152,0,49200,0,64,,
1000153,0,49200,0,320,,
1000154,2,49440,49920,192,,
1000155,2,49440,49920,448,,
1000156,0,50400,0,64,,
1000157,0,50400,0,320,,
1000158,2,50880,51360,192,,
1000159,2,50880,51360,448,,
1000160,2,51360,51840,64,,
1000161,2,51360,51840,320,,
1000162,0,52320,0,192,,
1000163,0,52560,0,320,,
1000164,2,52800,53280,192,,
1000165,2,52800,53280,448,,
1000166,2,53280,53760,64,,
1000167,2,53280,53760,320,,
1000168,0,54240,0,192,,
1000169,0,54720,0,320,,
1000170,0,54960,0,192,,
1000171,0,55200,0,320,,
1000172,0,55440,0,192,,
1000173,0,55680,0,448,,
1000174,0,56040,0,192,,
1000175,0,56400,0,320,,
1000176,0,56880,0,448,,
1000177,0,57120,0,64,,
1000178,0,57360,0,320,,
1000179,0,57600,0,192,,
1000180,0,57960,0,320,,
1000181,0,58320,0,448,,
1000182,0,58560,0,192,,
1000183,0,58800,0,320,,
1000184,0,59040,0,192,,
1000185,0,59280,0,448,,
1000186,0,59520,0,64,,
1000187,0,59880,0,448,,
1000188,0,60240,0,64,,
1000189,0,60720,0,192,,
1000190,2,60960,61440,448,,
1000191,2,61440,61920,64,,
1000192,0,62400,0,320,,
1000193,0,62640,0,192,,
1000194,0,62880,0,448,,
1000195,0,63120,0,192,,
1000196,0,63360,0,320,,
1000197,0,63720,0,64,,
1000198,0,64080,0,320,,
1000199,0,64560,0,192,,
1000200,0,64800,0,320,,
1000201,0,65040,0,192,,
1000202,0,65280,0,448,,
1000203,0,65640,0,64,,
1000204,0,66000,0,320,,
1000205,0,66240,0,192,,
1000206,0,66480,0,448,,
1000207,0,66720,0,64,,
1000208,0,66960,0,320,,
1000209,0,67200,0,192,,
1000210,0,67560,0,448,,
1000211,0,67920,0,64,,
1000212,0,68400,0,320,,
1000213,0,68640,0,192,,
1000214,2,69120,70080,448,,
