ID,Type,StartTime,EndTime,Location,BPM,Color,
int,int,float,int,int,float,float,
1000001,0,1178,0,64,105,,
1000002,0,1749,0,320,,,
1000003,0,2321,0,192,,,
1000004,0,2892,0,448,,,
1000005,0,3464,0,192,,,
1000006,0,4035,0,320,,,
1000007,0,4607,0,64,,,
1000008,0,5178,0,320,,,
1000009,0,5749,0,192,,,
1000010,0,6321,0,448,,,
1000011,0,6892,0,192,,,
1000012,0,7464,0,320,,,
1000013,0,8035,0,64,,,
1000014,0,8607,0,320,,,
1000015,0,9178,0,192,,,
1000016,0,9749,0,448,,,
1000017,0,10035,0,64,,,
1000018,0,10321,0,320,,,
1000019,0,10607,0,192,,,
1000020,0,10892,0,320,,,
1000021,0,11178,0,192,,,
1000022,0,11464,0,448,,,
1000023,0,11749,0,64,,,
1000024,0,11892,0,320,,,
1000025,0,12178,0,192,,,
1000026,2,12464,13035,320,,,
1000027,0,14321,0,192,,,
1000028,0,14464,0,448,,,
1000029,0,14749,0,64,,,
1000030,0,15178,0,192,,,
1000031,0,15321,0,448,,,
1000032,0,15749,0,320,,,
1000033,0,15892,0,64,,,
1000034,0,16321,0,192,,,
1000035,0,16464,0,448,,,
1000036,0,16749,0,320,,,
1000037,2,17035,17607,192,,,
1000038,0,18607,0,320,,,
1000039,0,18892,0,448,,,
1000040,0,19178,0,64,,,
1000041,0,19464,0,320,,,
1000042,0,19749,0,192,,,
1000043,0,20035,0,320,,,
1000044,0,20321,0,192,,,
1000045,0,20607,0,448,,,
1000046,0,20892,0,64,,,
1000047,0,21035,0,320,,,
1000048,0,21321,0,192,,,
1000049,2,21607,22178,320,,,
1000050,0,23464,0,192,,,
1000051,0,23607,0,448,,,
1000052,0,23892,0,64,,,
1000053,0,24321,0,192,,,
1000054,0,24464,0,448,,,
1000055,0,24892,0,320,,,
1000056,0,25035,0,64,,,
1000057,0,25464,0,192,,,
1000058,0,25607,0,448,,,
1000059,0,25892,0,320,,,
1000060,2,26178,26749,192,,,
1000061,2,27464,28035,64,,,
1000062,2,28035,28607,448,,,
1000063,0,28607,0,192,,,
1000064,0,28892,0,320,,,
1000065,0,29178,0,192,,,
1000066,0,29464,0,448,,,
1000067,0,29749,0,64,,,
1000068,0,30035,0,320,,,
1000069,0,30321,0,192,,,
1000070,0,30464,0,448,,,
1000071,0,30749,0,320,,,
1000072,0,31178,0,64,,,
1000073,2,31321,31892,448,,,
1000074,0,32464,0,192,,,
1000075,0,32607,0,448,,,
1000076,0,32749,0,64,,,
1000077,2,33035,33607,320,,,
1000078,0,33749,0,192,,,
1000079,0,34178,0,448,,,
1000080,0,34607,0,64,,,
1000081,0,34749,0,320,,,
1000082,0,35035,0,192,,,
1000083,2,35464,36035,320,,,
1000084,0,37464,0,192,,,
1000085,0,37749,0,448,,,
1000086,0,38035,0,192,,,
1000087,0,38321,0,320,,,
1000088,0,38607,0,192,,,
1000089,0,38892,0,320,,,
1000090,0,39178,0,192,,,
1000091,0,39321,0,448,,,
1000092,0,39607,0,320,,,
1000093,2,39892,40464,64,,,
1000094,0,41607,0,192,,,
1000095,0,41749,0,448,,,
1000096,0,41892,0,64,,,
1000097,0,42178,0,320,,,
1000098,0,42607,0,192,,,
1000099,0,42749,0,448,,,
1000100,0,43178,0,64,,,
1000101,0,43321,0,320,,,
1000102,0,43749,0,192,,,
1000103,0,43892,0,448,,,
1000104,2,44178,45321,320,,1,
1000105,2,45571,46285,64,,,
1000106,2,46285,46857,192,,,
1000107,2,46857,47428,64,,,
1000108,2,46857,47428,320,,,
1000109,2,47428,47999,192,,,
1000110,2,47428,47999,448,,,
1000111,0,47999,0,320,,,
1000112,0,48285,0,192,,,
1000113,0,48428,0,448,,,
1000114,0,48571,0,64,,,
1000115,0,48714,0,320,,,
1000116,2,48999,49571,192,,,
1000117,0,49714,0,64,,,
1000118,0,49714,0,320,,,
1000119,0,50285,0,192,,,
1000120,0,50285,0,448,,,
1000121,0,50714,0,320,,,
1000122,0,50857,0,64,,,
1000123,0,50999,0,448,,,
1000124,0,51285,0,192,,,
1000125,0,51714,0,320,,,
1000126,0,51714,0,64,,,
1000127,0,51999,0,448,,,
1000128,0,51999,0,192,,,
1000129,0,52285,0,64,,,
1000130,0,52285,0,320,,,
1000131,0,52714,0,192,,,
1000132,0,52999,0,320,,,
1000133,0,53142,0,64,,,
1000134,0,53428,0,448,,,
1000135,0,53714,0,192,,,
1000136,2,53999,54571,320,,,
1000137,2,54857,55428,448,,,
1000138,2,54857,55428,192,,,
